8.430;-0.001;0.020
8.430;-0.001;0.020
8.430;-0.001;0.020
8.430;-0.002;0.020
8.430;-0.002;0.020
8.430;-0.001;0.020
8.430;-0.001;0.020
8.430;-0.002;0.020
8.430;-0.002;0.020
8.430;-0.002;0.020
8.430;-0.002;0.020
8.430;-0.002;0.020
8.430;-0.002;0.020
8.430;-0.002;0.020
8.430;-0.001;0.020
8.430;-0.001;0.020
8.430;-0.002;0.020
8.430;-0.002;0.020
8.430;-0.001;0.020
8.430;-0.001;0.020
8.430;-0.002;0.020
8.430;-0.002;0.020
8.430;-0.002;0.020
8.430;-0.002;0.020
8.430;-0.002;0.020
8.430;-0.002;0.020
8.430;-0.001;0.020
0.000;-0.012;0.020
0.000;-0.001;0.020
0.000;0.021;0.020
0.000;0.040;0.020
0.000;0.063;0.020
0.000;0.077;0.020
0.000;0.090;0.020
0.000;0.103;0.020
0.000;0.114;0.020
0.000;0.126;0.020
0.000;0.140;0.020
0.000;0.150;0.020
0.000;0.159;0.020
0.000;0.173;0.020
0.000;0.182;0.020
0.000;0.192;0.020
0.000;0.201;0.020
0.000;0.208;0.020
0.000;0.216;0.020
0.000;0.230;0.020
0.000;0.229;0.020
0.000;0.231;0.020
0.000;0.241;0.020
0.000;0.236;0.020
0.000;0.240;0.020
0.000;0.245;0.020
0.000;0.246;0.020
0.000;0.253;0.020
0.000;0.257;0.020
0.000;0.258;0.020
0.000;0.262;0.020
0.000;0.263;0.020
0.000;0.262;0.020
0.000;0.266;0.020
0.000;0.269;0.020
0.000;0.264;0.020
0.000;0.261;0.020
0.000;0.259;0.020
0.000;0.258;0.020
0.027;0.260;0.020
0.059;0.261;0.020
0.091;0.260;0.020
0.123;0.260;0.020
0.156;0.259;0.020
0.189;0.257;0.020
0.223;0.255;0.020
0.257;0.252;0.020
0.291;0.249;0.020
0.326;0.244;0.020
0.361;0.237;0.020
0.396;0.232;0.020
0.432;0.226;0.020
0.469;0.222;0.020
0.506;0.216;0.020
0.543;0.211;0.020
0.580;0.206;0.020
0.619;0.199;0.020
0.657;0.192;0.020
0.696;0.182;0.020
0.735;0.172;0.020
0.774;0.162;0.020
0.814;0.152;0.020
0.853;0.142;0.020
0.894;0.130;0.020
0.935;0.122;0.020
0.976;0.114;0.020
1.018;0.106;0.020
1.060;0.098;0.020
1.102;0.088;0.020
1.144;0.079;0.020
1.187;0.071;0.020
1.231;0.065;0.020
1.274;0.059;0.020
1.319;0.051;0.020
1.363;0.042;0.020
1.408;0.034;0.020
1.453;0.027;0.020
1.498;0.022;0.020
1.545;0.020;0.020
1.592;0.015;0.020
1.639;0.012;0.020
1.686;0.008;0.020
1.734;0.002;0.020
1.782;-0.004;0.020
1.830;-0.008;0.020
1.879;-0.013;0.020
1.927;-0.016;0.020
1.977;-0.018;0.020
2.026;-0.021;0.020
2.076;-0.023;0.020
2.127;-0.026;0.020
2.178;-0.028;0.020
2.229;-0.027;0.020
2.281;-0.025;0.020
2.333;-0.023;0.020
2.385;-0.022;0.020
2.438;-0.019;0.020
2.491;-0.020;0.020
2.544;-0.020;0.020
2.598;-0.021;0.020
2.651;-0.022;0.020
2.706;-0.023;0.020
2.760;-0.022;0.020
2.816;-0.023;0.020
2.871;-0.024;0.020
2.926;-0.025;0.020
2.983;-0.028;0.020
3.039;-0.029;0.020
3.096;-0.032;0.020
3.154;-0.033;0.020
3.212;-0.032;0.020
3.270;-0.032;0.020
3.328;-0.032;0.020
3.386;-0.032;0.020
3.446;-0.030;0.020
3.506;-0.029;0.020
3.567;-0.027;0.020
3.626;-0.025;0.020
3.687;-0.024;0.020
3.747;-0.022;0.020
3.808;-0.020;0.020
3.870;-0.018;0.020
3.932;-0.016;0.020
3.995;-0.015;0.020
4.058;-0.014;0.020
4.122;-0.011;0.020
4.186;-0.009;0.020
4.250;-0.008;0.020
4.314;-0.007;0.020
4.379;-0.007;0.020
4.444;-0.006;0.020
4.510;-0.004;0.020
4.576;-0.002;0.020
4.642;-0.001;0.020
4.709;0.001;0.020
4.776;0.004;0.020
4.843;0.006;0.020
4.910;0.007;0.020
4.978;0.008;0.020
5.047;0.008;0.020
5.115;0.008;0.020
5.185;0.008;0.020
5.255;0.009;0.020
5.325;0.009;0.020
5.395;0.008;0.020
5.466;0.006;0.020
5.537;0.005;0.020
5.609;0.004;0.020
5.681;0.003;0.020
5.753;0.002;0.020
5.826;-0.001;0.020
5.899;-0.004;0.020
5.972;-0.006;0.020
6.046;-0.007;0.020
6.119;-0.008;0.020
6.190;-0.009;0.020
6.261;-0.008;0.020
6.332;-0.008;0.020
6.401;-0.006;0.020
6.470;-0.005;0.020
6.539;-0.002;0.020
6.607;-0.000;0.020
6.674;0.001;0.020
6.740;0.004;0.020
6.805;0.006;0.020
6.868;0.006;0.020
6.933;0.006;0.020
6.997;0.006;0.020
7.060;0.006;0.020
7.123;0.007;0.020
7.186;0.007;0.020
7.248;0.007;0.020
7.309;0.006;0.020
7.370;0.005;0.020
7.430;0.004;0.020
7.489;0.003;0.020
7.548;0.002;0.020
7.607;0.001;0.020
7.665;0.001;0.020
7.722;0.000;0.020
7.779;-0.000;0.020
7.836;-0.001;0.020
7.891;-0.002;0.020
7.947;-0.003;0.020
8.002;-0.004;0.020
8.056;-0.004;0.020
8.110;-0.003;0.020
8.164;-0.003;0.020
8.217;-0.003;0.020
8.269;-0.003;0.020
8.321;-0.004;0.020
8.372;-0.004;0.020
8.423;-0.004;0.020
8.473;-0.004;0.020
8.523;-0.004;0.020
8.573;-0.004;0.020
8.621;-0.003;0.020
8.665;-0.003;0.020
8.706;-0.003;0.020
8.744;-0.003;0.020
8.778;-0.003;0.020
8.810;-0.002;0.020
8.840;-0.002;0.020
8.867;-0.002;0.020
8.891;-0.002;0.020
8.914;-0.002;0.020
8.934;-0.001;0.020
8.953;-0.001;0.020
8.969;-0.000;0.020
8.984;0.000;0.020
8.998;0.000;0.020
9.010;0.000;0.020
9.021;-0.000;0.020
9.031;-0.000;0.020
9.039;-0.000;0.020
9.047;-0.001;0.020
9.053;-0.001;0.020
9.058;-0.001;0.020
9.063;-0.001;0.020
9.067;-0.001;0.020
9.069;-0.001;0.020
9.072;0.000;0.020
9.073;0.002;0.020
9.074;0.003;0.020
9.075;0.004;0.020
9.075;0.005;0.020
9.028;0.006;0.020
8.986;0.006;0.020
8.947;0.006;0.020
8.911;0.007;0.020
8.879;0.007;0.020
8.849;0.008;0.020
8.822;0.008;0.020
8.797;0.008;0.020
8.775;0.009;0.020
8.754;0.008;0.020
8.735;0.009;0.020
8.718;0.009;0.020
8.703;0.009;0.020
8.688;0.010;0.020
8.675;0.012;0.020
8.664;0.013;0.020
8.653;0.014;0.020
8.643;0.014;0.020
8.634;0.013;0.020
8.626;0.013;0.020
8.618;0.013;0.020
8.611;0.015;0.020
8.605;0.017;0.020
8.598;0.019;0.020
8.590;0.020;0.020
8.584;0.021;0.020
8.578;0.021;0.020
8.571;0.021;0.020
8.564;0.022;0.020
8.557;0.023;0.020
8.550;0.024;0.020
8.543;0.024;0.020
8.536;0.024;0.020
8.528;0.027;0.020
8.522;0.028;0.020
8.516;0.029;0.020
8.510;0.029;0.020
8.503;0.030;0.020
8.497;0.031;0.020
8.492;0.030;0.020
8.486;0.029;0.020
8.481;0.030;0.020
8.474;0.032;0.020
8.469;0.033;0.020
8.464;0.035;0.020
8.458;0.037;0.020
8.452;0.037;0.020
8.447;0.038;0.020
8.443;0.038;0.020
8.438;0.038;0.020
8.433;0.040;0.020
8.427;0.042;0.020
8.423;0.042;0.020
8.418;0.044;0.020
8.413;0.044;0.020
8.407;0.046;0.020
8.401;0.047;0.020
8.395;0.047;0.020
8.388;0.048;0.020
8.381;0.048;0.020
8.374;0.047;0.020
8.367;0.046;0.020
8.359;0.047;0.020
8.351;0.047;0.020
8.343;0.047;0.020
8.335;0.048;0.020
8.326;0.048;0.020
8.313;0.049;0.020
8.308;0.048;0.020
8.294;0.048;0.020
8.290;0.048;0.020
8.281;0.049;0.020
8.272;0.049;0.020
8.263;0.049;0.020
8.254;0.050;0.020
8.245;0.050;0.020
8.236;0.050;0.020
8.227;0.050;0.020
8.218;0.050;0.020
8.209;0.051;0.020
8.200;0.051;0.020
8.190;0.052;0.020
8.181;0.052;0.020
8.172;0.053;0.020
8.163;0.053;0.020
8.153;0.053;0.020
8.144;0.053;0.020
8.135;0.053;0.020
8.126;0.054;0.020
8.118;0.053;0.020
8.108;0.052;0.020
8.098;0.051;0.020
8.089;0.051;0.020
8.081;0.051;0.020
8.071;0.051;0.020
8.062;0.051;0.020
8.055;0.051;0.020
8.048;0.051;0.020
8.040;0.051;0.020
8.033;0.051;0.020
8.025;0.052;0.020
8.018;0.051;0.020
8.010;0.051;0.020
8.002;0.051;0.020
7.994;0.051;0.020
7.985;0.051;0.020
7.978;0.052;0.020
7.970;0.052;0.020
7.963;0.052;0.020
7.955;0.052;0.020
7.947;0.051;0.020
7.940;0.051;0.020
7.933;0.051;0.020
7.925;0.051;0.020
7.918;0.051;0.020
7.911;0.051;0.020
7.905;0.051;0.020
7.898;0.051;0.020
7.892;0.051;0.020
7.885;0.051;0.020
7.878;0.051;0.020
7.872;0.052;0.020
7.866;0.052;0.020
7.859;0.052;0.020
7.852;0.053;0.020
7.845;0.053;0.020
7.839;0.053;0.020
7.833;0.053;0.020
7.826;0.054;0.020
7.820;0.054;0.020
7.814;0.055;0.020
7.808;0.055;0.020
7.802;0.055;0.020
7.795;0.055;0.020
7.788;0.055;0.020
7.782;0.055;0.020
7.776;0.055;0.020
7.770;0.055;0.020
7.764;0.055;0.020
7.758;0.055;0.020
7.753;0.055;0.020
7.747;0.055;0.020
7.741;0.055;0.020
7.735;0.055;0.020
7.728;0.056;0.020
7.722;0.056;0.020
7.718;0.056;0.020
7.713;0.056;0.020
7.708;0.056;0.020
7.703;0.056;0.020
7.703;0.056;0.020
7.703;0.056;0.020
7.703;0.056;0.020
7.703;0.056;0.020
7.703;0.056;0.020
7.703;0.055;0.020
7.703;0.056;0.020
7.703;0.056;0.020
7.703;0.055;0.020
7.703;0.055;0.020
7.703;0.055;0.020
7.703;0.053;0.020
7.703;0.053;0.020
7.703;0.054;0.020
7.703;0.054;0.020
7.703;0.054;0.020
7.703;0.053;0.020
7.703;0.052;0.020
7.703;0.051;0.020
7.703;0.051;0.020
7.703;0.050;0.020
7.703;0.049;0.020
7.703;0.049;0.020
7.703;0.049;0.020
7.703;0.048;0.020
7.703;0.047;0.020
7.703;0.047;0.020
7.703;0.046;0.020
7.703;0.046;0.020
7.703;0.047;0.020
7.703;0.046;0.020
7.703;0.044;0.020
7.703;0.041;0.020
7.703;0.039;0.020
7.703;0.038;0.020
7.703;0.037;0.020
7.703;0.035;0.020
7.703;0.034;0.020
7.703;0.034;0.020
7.703;0.033;0.020
7.703;0.032;0.020
7.703;0.031;0.020
7.703;0.030;0.020
7.703;0.030;0.020
7.703;0.028;0.020
7.703;0.026;0.020
7.703;0.025;0.020
7.703;0.024;0.020
7.703;0.022;0.020
7.703;0.022;0.020
7.703;0.022;0.020
7.703;0.022;0.020
7.703;0.020;0.020
7.703;0.018;0.020
7.703;0.017;0.020
7.703;0.017;0.020
7.703;0.017;0.020
7.703;0.016;0.020
7.703;0.015;0.020
7.703;0.013;0.020
7.703;0.013;0.020
7.703;0.013;0.020
7.703;0.012;0.020
7.703;0.012;0.020
7.703;0.010;0.020
7.703;0.009;0.020
7.703;0.008;0.020
7.703;0.008;0.020
7.703;0.007;0.020
7.703;0.007;0.020
7.703;0.006;0.020
7.703;0.007;0.020
7.703;0.008;0.020
7.703;0.008;0.020
7.703;0.009;0.020
7.703;0.008;0.020
7.703;0.008;0.020
7.703;0.007;0.020
7.703;0.007;0.020
7.703;0.006;0.020
7.703;0.006;0.020
7.703;0.006;0.020
7.703;0.004;0.020
7.703;0.004;0.020
7.703;0.005;0.020
7.703;0.004;0.020
7.703;0.004;0.020
7.703;0.003;0.020
7.703;0.002;0.020
7.703;0.002;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.002;0.020
7.703;0.002;0.020
7.703;0.002;0.020
7.703;0.002;0.020
7.703;0.002;0.020
7.703;0.001;0.020
7.703;0.002;0.020
7.703;0.002;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.000;0.020
7.703;0.000;0.020
7.703;0.000;0.020
7.703;0.000;0.020
7.703;-0.000;0.020
7.703;0.000;0.020
7.703;0.000;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.000;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.000;0.020
7.703;-0.000;0.020
7.703;-0.000;0.020
7.703;-0.000;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.000;0.020
7.703;-0.000;0.020
7.703;0.000;0.020
7.703;0.000;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.002;0.020
7.703;0.002;0.020
7.703;0.003;0.020
7.703;0.003;0.020
7.703;0.003;0.020
7.703;0.003;0.020
7.703;0.003;0.020
7.703;0.003;0.020
7.703;0.003;0.020
7.703;0.003;0.020
7.703;0.002;0.020
7.703;0.001;0.020
7.703;0.000;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;0.000;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.002;0.020
7.703;0.003;0.020
7.703;0.004;0.020
7.703;0.004;0.020
7.703;0.003;0.020
7.703;0.003;0.020
7.703;0.002;0.020
7.703;0.002;0.020
7.703;0.002;0.020
7.703;0.002;0.020
7.703;0.002;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.000;0.020
7.703;0.000;0.020
7.703;0.000;0.020
7.703;0.000;0.020
7.703;0.000;0.020
7.703;-0.000;0.020
7.703;-0.001;0.020
7.703;-0.000;0.020
7.703;-0.000;0.020
7.703;-0.000;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.000;0.020
7.703;-0.000;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.000;0.020
7.703;-0.001;0.020
7.703;-0.000;0.020
7.703;0.000;0.020
7.703;-0.000;0.020
7.703;-0.000;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.002;0.020
7.703;-0.002;0.020
7.703;-0.002;0.020
7.703;-0.002;0.020
7.703;-0.003;0.020
7.703;-0.003;0.020
7.703;-0.003;0.020
7.703;-0.003;0.020
7.703;-0.003;0.020
7.703;-0.004;0.020
7.703;-0.004;0.020
7.703;-0.005;0.020
7.703;-0.005;0.020
7.703;-0.004;0.020
7.703;-0.004;0.020
7.703;-0.004;0.020
7.703;-0.003;0.020
7.703;-0.003;0.020
7.703;-0.003;0.020
7.703;-0.003;0.020
7.703;-0.003;0.020
7.703;-0.003;0.020
7.703;-0.003;0.020
7.703;-0.004;0.020
7.703;-0.005;0.020
7.703;-0.004;0.020
7.703;-0.004;0.020
7.703;-0.003;0.020
7.703;-0.002;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.002;0.020
7.703;-0.002;0.020
7.703;-0.003;0.020
7.703;-0.004;0.020
7.703;-0.004;0.020
7.703;-0.004;0.020
7.703;-0.004;0.020
7.703;-0.004;0.020
7.703;-0.004;0.020
7.703;-0.004;0.020
7.703;-0.003;0.020
7.703;-0.003;0.020
7.703;-0.002;0.020
7.703;-0.001;0.020
7.703;0.001;0.020
7.703;0.002;0.020
7.703;0.004;0.020
7.703;0.004;0.020
7.703;0.004;0.020
7.703;0.003;0.020
7.703;0.003;0.020
7.703;0.002;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.000;0.020
7.703;-0.000;0.020
7.703;-0.001;0.020
7.703;-0.002;0.020
7.703;-0.003;0.020
7.703;-0.004;0.020
7.703;-0.005;0.020
7.703;-0.005;0.020
7.703;-0.006;0.020
7.703;-0.008;0.020
7.703;-0.009;0.020
7.703;-0.009;0.020
7.703;-0.009;0.020
7.703;-0.009;0.020
7.703;-0.008;0.020
7.703;-0.007;0.020
7.703;-0.007;0.020
7.703;-0.006;0.020
7.703;-0.006;0.020
7.703;-0.006;0.020
7.703;-0.005;0.020
7.703;-0.005;0.020
7.703;-0.005;0.020
7.703;-0.005;0.020
7.703;-0.005;0.020
7.703;-0.005;0.020
7.703;-0.004;0.020
7.703;-0.003;0.020
7.703;-0.002;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.002;0.020
7.703;-0.003;0.020
7.703;-0.002;0.020
7.703;-0.002;0.020
7.703;-0.002;0.020
7.703;-0.002;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.002;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.002;0.020
7.703;-0.002;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;0.000;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.002;0.020
7.703;0.002;0.020
7.703;0.002;0.020
7.703;0.003;0.020
7.703;0.003;0.020
7.703;0.002;0.020
7.703;0.002;0.020
7.703;0.002;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.002;0.020
7.703;0.002;0.020
7.703;0.002;0.020
7.703;0.002;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.000;0.020
7.703;-0.000;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.001;0.020
7.703;-0.000;0.020
7.703;-0.000;0.020
7.703;-0.000;0.020
7.703;0.000;0.020
7.703;0.000;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.001;0.020
7.703;0.002;0.020
7.703;0.002;0.020
7.703;0.003;0.020
7.703;0.003;0.020
7.703;0.003;0.020
7.703;0.003;0.020
7.703;0.003;0.020
7.703;0.003;0.020
7.703;0.003;0.020
7.703;0.002;0.020
7.703;0.002;0.020
7.703;0.002;0.020
7.703;0.003;0.020
7.703;0.002;0.020
7.703;0.002;0.020
7.703;0.003;0.020
7.703;0.003;0.020
7.703;0.004;0.020
7.703;0.005;0.020
7.703;0.005;0.020
7.703;0.006;0.020
7.703;0.006;0.020
7.703;0.007;0.020
7.703;0.007;0.020
7.703;0.006;0.020
7.703;0.006;0.020
7.703;0.006;0.020
7.703;0.006;0.020
7.703;0.007;0.020
7.703;0.007;0.020
7.703;0.007;0.020
7.703;0.006;0.020
7.703;0.006;0.020
7.703;0.006;0.020
7.703;0.006;0.020
7.703;0.005;0.020
7.703;0.005;0.020
7.703;0.004;0.020
7.703;0.005;0.020
7.703;0.005;0.020
7.703;0.006;0.020
7.703;0.006;0.020
7.703;0.005;0.020
7.703;0.006;0.020
7.703;0.006;0.020
7.703;0.006;0.020
7.703;0.005;0.020
7.703;0.004;0.020
7.703;0.003;0.020
7.703;0.003;0.020
7.703;0.004;0.020
7.703;0.004;0.020
7.703;0.005;0.020
7.703;0.004;0.020
7.703;0.003;0.020
7.703;0.002;0.020
7.703;0.002;0.020
7.703;0.001;0.020
7.703;-0.001;0.020
7.703;-0.002;0.020
7.703;-0.003;0.020
7.703;-0.003;0.020
7.703;-0.003;0.020
7.703;-0.003;0.020
7.703;-0.004;0.020
7.703;-0.005;0.020
7.703;-0.006;0.020
7.703;-0.007;0.020
7.703;-0.008;0.020
7.703;-0.008;0.020
7.703;-0.007;0.020
7.703;-0.007;0.020
7.703;-0.007;0.020
7.703;-0.006;0.020
7.703;-0.006;0.020
7.703;-0.007;0.020
7.703;-0.007;0.020
7.703;-0.008;0.020
7.703;-0.007;0.020
7.703;-0.006;0.020
7.703;-0.005;0.020
7.703;-0.004;0.020
7.703;-0.003;0.020
7.703;-0.003;0.020
7.703;-0.003;0.020
7.703;-0.004;0.020
7.703;-0.006;0.020
7.703;-0.007;0.020
7.703;-0.008;0.020
7.703;-0.008;0.020
7.703;-0.009;0.020
7.703;-0.010;0.020
7.703;-0.010;0.020
7.703;-0.012;0.020
7.703;-0.013;0.020
7.703;-0.013;0.020
7.703;-0.013;0.020
7.703;-0.013;0.020
7.703;-0.014;0.020
7.703;-0.015;0.020
7.703;-0.015;0.020
7.703;-0.015;0.020
7.703;-0.017;0.020
7.703;-0.017;0.020
7.703;-0.018;0.020
7.703;-0.018;0.020
7.703;-0.017;0.020
7.703;-0.018;0.020
7.703;-0.018;0.020
7.703;-0.019;0.020
7.703;-0.019;0.020
7.703;-0.019;0.020
7.703;-0.018;0.020
7.703;-0.018;0.020
7.703;-0.018;0.020
7.703;-0.019;0.020
7.703;-0.019;0.020
7.703;-0.018;0.020
7.703;-0.017;0.020
7.703;-0.016;0.020
7.703;-0.016;0.020
7.703;-0.015;0.020
7.703;-0.014;0.020
7.703;-0.014;0.020
7.703;-0.016;0.020
7.703;-0.019;0.020
7.703;-0.022;0.020
7.703;-0.025;0.020
7.703;-0.028;0.020
7.703;-0.029;0.020
7.703;-0.030;0.020
7.703;-0.031;0.020
7.703;-0.031;0.020
7.703;-0.032;0.020
7.703;-0.032;0.020
7.703;-0.032;0.020
7.703;-0.032;0.020
7.703;-0.032;0.020
7.703;-0.032;0.020
7.703;-0.030;0.020
7.703;-0.030;0.020
7.703;-0.030;0.020
7.703;-0.030;0.020
7.703;-0.030;0.020
7.703;-0.030;0.020
7.703;-0.030;0.020
7.703;-0.029;0.020
7.703;-0.028;0.020
7.703;-0.028;0.020
7.703;-0.028;0.020
7.703;-0.027;0.020
7.703;-0.027;0.020
7.703;-0.027;0.020
7.703;-0.026;0.020
7.703;-0.027;0.020
7.703;-0.027;0.020
7.703;-0.026;0.020
7.703;-0.026;0.020
7.703;-0.026;0.020
7.703;-0.026;0.020
7.703;-0.027;0.020
7.703;-0.026;0.020
7.703;-0.027;0.020
7.703;-0.027;0.020
7.703;-0.027;0.020
7.703;-0.027;0.020
7.703;-0.027;0.020
7.703;-0.027;0.020
7.703;-0.027;0.020
7.703;-0.026;0.020
7.703;-0.026;0.020
7.703;-0.026;0.020
7.703;-0.024;0.020
7.703;-0.024;0.020
7.703;-0.024;0.020
7.703;-0.023;0.020
7.703;-0.023;0.020
7.703;-0.022;0.020
7.703;-0.022;0.020
7.703;-0.022;0.020
7.703;-0.021;0.020
7.703;-0.021;0.020
7.703;-0.021;0.020
7.703;-0.020;0.020
7.703;-0.020;0.020
7.703;-0.020;0.020
7.703;-0.020;0.020
7.703;-0.019;0.020
7.703;-0.019;0.020
7.703;-0.019;0.020
7.703;-0.018;0.020
7.703;-0.018;0.020
7.703;-0.017;0.020
7.703;-0.016;0.020
7.703;-0.016;0.020
7.703;-0.015;0.020
7.703;-0.015;0.020
7.703;-0.014;0.020
7.703;-0.013;0.020
7.703;-0.013;0.020
7.703;-0.014;0.020
7.703;-0.014;0.020
7.703;-0.015;0.020
7.703;-0.015;0.020
7.703;-0.014;0.020
7.703;-0.011;0.020
7.703;-0.011;0.020
7.703;-0.011;0.020
7.703;-0.010;0.020
7.703;-0.011;0.020
7.703;-0.012;0.020
7.703;-0.012;0.020
7.703;-0.012;0.020
7.703;-0.012;0.020
7.703;-0.011;0.020
7.703;-0.010;0.020
7.703;-0.009;0.020
7.703;-0.008;0.020
7.703;-0.008;0.020
7.703;-0.009;0.020
7.703;-0.009;0.020
7.703;-0.010;0.020
7.703;-0.010;0.020
7.703;-0.010;0.020
7.703;-0.010;0.020
7.703;-0.011;0.020
7.703;-0.012;0.020
7.703;-0.013;0.020
7.703;-0.014;0.020
7.703;-0.015;0.020
7.703;-0.015;0.020
7.703;-0.016;0.020
7.703;-0.016;0.020
7.703;-0.016;0.020
7.703;-0.016;0.020
7.703;-0.017;0.020
7.703;-0.018;0.020
7.703;-0.018;0.020
7.703;-0.019;0.020
7.703;-0.018;0.020
7.703;-0.018;0.020
7.703;-0.017;0.020
7.703;-0.016;0.020
7.703;-0.016;0.020
7.703;-0.016;0.020
7.703;-0.016;0.020
7.703;-0.016;0.020
7.703;-0.016;0.020
7.703;-0.015;0.020
7.703;-0.015;0.020
7.703;-0.015;0.020
7.703;-0.014;0.020
7.703;-0.014;0.020
7.703;-0.014;0.020
7.703;-0.015;0.020
7.703;-0.015;0.020
7.703;-0.015;0.020
7.703;-0.015;0.020
7.703;-0.015;0.020
7.703;-0.015;0.020
7.703;-0.015;0.020
7.703;-0.016;0.020
7.703;-0.016;0.020
7.703;-0.017;0.020
7.703;-0.018;0.020
7.703;-0.018;0.020
7.703;-0.017;0.020
7.703;-0.017;0.020
7.703;-0.017;0.020
7.703;-0.016;0.020
7.703;-0.016;0.020
7.703;-0.016;0.020
7.703;-0.016;0.020
7.703;-0.016;0.020
7.703;-0.016;0.020
7.703;-0.015;0.020
7.703;-0.015;0.020
7.703;-0.015;0.020
7.703;-0.015;0.020
7.703;-0.015;0.020
7.703;-0.015;0.020
7.703;-0.016;0.020
7.703;-0.016;0.020
7.703;-0.016;0.020
7.703;-0.016;0.020
7.703;-0.016;0.020
7.703;-0.016;0.020
7.703;-0.016;0.020
7.703;-0.016;0.020
7.703;-0.015;0.020
7.703;-0.015;0.020
7.703;-0.015;0.020
7.703;-0.016;0.020
7.703;-0.016;0.020
7.703;-0.016;0.020
7.703;-0.016;0.020
7.703;-0.016;0.020
7.703;-0.016;0.020
7.703;-0.017;0.020
7.703;-0.017;0.020
7.703;-0.016;0.020
7.703;-0.015;0.020
7.703;-0.013;0.020
7.703;-0.012;0.020
7.703;-0.011;0.020
7.703;-0.010;0.020
7.703;-0.010;0.020
7.703;-0.011;0.020
7.703;-0.011;0.020
7.703;-0.012;0.020
7.703;-0.013;0.020
7.703;-0.013;0.020
7.703;-0.013;0.020
7.703;-0.013;0.020
7.703;-0.014;0.020
7.703;-0.014;0.020
7.703;-0.014;0.020
7.703;-0.015;0.020
7.703;-0.015;0.020
7.703;-0.015;0.020
7.703;-0.015;0.020
7.703;-0.013;0.020
7.703;-0.013;0.020
7.703;-0.013;0.020
7.703;-0.013;0.020
7.703;-0.014;0.020
7.703;-0.016;0.020
7.703;-0.017;0.020
7.703;-0.018;0.020
7.703;-0.019;0.020
7.703;-0.019;0.020
7.703;-0.020;0.020
7.703;-0.020;0.020
7.703;-0.021;0.020
7.703;-0.021;0.020
7.703;-0.022;0.020
7.703;-0.022;0.020
7.703;-0.021;0.020
7.703;-0.020;0.020
7.703;-0.019;0.020
7.703;-0.018;0.020
7.703;-0.018;0.020
7.703;-0.019;0.020
7.703;-0.020;0.020
7.703;-0.020;0.020
7.703;-0.021;0.020
7.703;-0.020;0.020
7.703;-0.020;0.020
7.703;-0.020;0.020
7.703;-0.020;0.020
7.703;-0.020;0.020
